age,education,education_num,sex,capital_gain,capital_loss,hours_per_week,native_country,income,married,relationship_grp,occupation_grp,workclass_grp,race_grp
28,HS-grad,9,Male,0,0,51,Cuba,0,1,spouse,mid,private,white
27,Bachelors,13,Female,0,0,55,United-States,0,0,independent,high,private,white
28,Bachelors,13,Female,0,0,20,United-States,0,0,independent,mid,private,white
44,HS-grad,9,Male,0,0,42,Japan,0,1,spouse,low,self_employed,other_race
27,HS-grad,9,Male,0,0,45,United-States,0,0,dependent,low,private,white
61,Bachelors,13,Male,0,0,40,United-States,0,1,spouse,high,private,white
25,11th,7,Male,0,0,99,United-States,0,0,independent,low,private,white
28,9th,5,Female,0,0,24,United-States,0,0,dependent,low,private,black
20,Some-college,10,Male,0,0,40,United-States,0,0,dependent,mid,private,white
33,Assoc-voc,11,Male,0,0,40,Philippines,0,0,dependent,mid,private,other_race
38,HS-grad,9,Male,0,0,40,United-States,0,0,independent,low,government,white
31,HS-grad,9,Female,0,0,25,United-States,0,0,independent,mid,private,black
40,Masters,14,Female,0,0,45,United-States,1,0,independent,high,private,white
43,Some-college,10,Male,0,0,55,United-States,1,1,spouse,high,private,white
38,Masters,14,Male,0,0,60,United-States,1,1,spouse,high,private,white
19,Some-college,10,Male,0,0,30,United-States,0,0,dependent,high,private,black
56,Assoc-acdm,12,Male,0,0,50,United-States,0,1,spouse,low,private,white
38,Masters,14,Male,0,0,45,United-States,1,0,independent,high,private,white
22,HS-grad,9,Female,4508,0,40,United-States,0,1,spouse,low,private,white
18,HS-grad,9,Male,0,0,25,United-States,0,0,dependent,low,government,white
68,Some-college,10,Female,0,0,20,United-States,0,0,independent,low,private,white
35,Assoc-voc,11,Male,0,0,50,United-States,0,0,independent,mid,private,white
32,10th,6,Male,0,0,40,United-States,0,0,independent,mid,private,white
43,Some-college,10,Female,0,0,40,United-States,1,1,spouse,high,government,white
30,10th,6,Female,0,0,40,United-States,0,0,independent,low,private,black
62,Some-college,10,Male,2829,0,24,United-States,0,1,spouse,high,private,white
38,Assoc-voc,11,Male,0,0,40,United-States,0,1,spouse,low,private,white
27,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,low,private,white
28,Doctorate,16,Female,0,0,60,Germany,1,0,independent,high,private,white
26,Assoc-voc,11,Male,0,0,40,United-States,0,0,independent,low,private,white
21,Some-college,10,Male,0,0,20,United-States,0,0,dependent,low,private,white
19,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,low,private,black
20,Some-college,10,Male,0,0,30,United-States,0,0,dependent,mid,private,white
25,Bachelors,13,Male,0,0,40,United-States,0,0,independent,high,government,black
28,Some-college,10,Male,0,0,50,Columbia,0,0,dependent,mid,self_employed,white
36,Assoc-voc,11,Male,0,0,42,United-States,1,0,independent,mid,private,white
23,Bachelors,13,Male,0,0,40,Mexico,0,0,independent,mid,private,other_race
24,Bachelors,13,Female,0,0,50,United-States,0,1,spouse,mid,private,white
23,HS-grad,9,Female,0,0,40,United-States,0,0,independent,low,private,white
24,Bachelors,13,Female,0,0,20,United-States,0,0,dependent,high,private,white
25,HS-grad,9,Male,0,0,8,United-States,0,0,independent,low,self_employed,white
24,HS-grad,9,Male,0,0,40,United-States,0,0,independent,low,private,white
30,HS-grad,9,Male,0,0,62,United-States,0,1,spouse,high,private,white
36,Some-college,10,Female,0,0,33,United-States,0,1,spouse,high,private,white
45,HS-grad,9,Male,0,0,40,Philippines,0,1,spouse,low,private,other_race
31,Assoc-acdm,12,Female,0,880,45,United-States,0,0,independent,mid,private,white
34,HS-grad,9,Male,0,0,48,United-States,0,0,independent,mid,private,white
65,Bachelors,13,Male,0,0,44,Mexico,1,1,spouse,high,self_employed,white
42,Assoc-voc,11,Female,0,0,40,United-States,0,0,independent,high,private,white
27,Prof-school,15,Male,0,0,70,United-States,0,0,independent,high,government,white
40,Some-college,10,Female,0,0,40,Puerto-Rico,0,1,spouse,mid,private,black
53,Some-college,10,Male,0,0,40,United-States,1,1,spouse,mid,government,white
54,HS-grad,9,Male,0,0,50,United-States,1,1,spouse,mid,private,white
30,Bachelors,13,Male,0,0,35,United-States,0,0,dependent,high,government,white
59,HS-grad,9,Male,0,0,45,United-States,1,1,spouse,mid,private,white
42,HS-grad,9,Male,0,0,55,United-States,0,0,independent,high,self_employed,white
23,HS-grad,9,Female,0,0,40,United-States,0,0,independent,mid,private,white
28,Bachelors,13,Female,0,0,15,United-States,0,1,spouse,low,private,white
20,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,low,private,white
22,Some-college,10,Female,0,0,20,United-States,0,0,independent,mid,private,white
47,Some-college,10,Male,0,1977,40,United-States,1,1,spouse,mid,self_employed,white
44,Some-college,10,Male,0,0,40,United-States,0,1,spouse,low,private,white
40,12th,8,Male,0,0,40,United-States,0,0,independent,mid,private,white
37,Assoc-voc,11,Female,0,0,37,United-States,1,1,spouse,high,private,white
39,HS-grad,9,Male,0,0,50,United-States,0,0,dependent,low,private,white
49,Some-college,10,Male,7688,0,40,United-States,1,1,spouse,mid,private,white
44,Some-college,10,Male,0,0,45,United-States,0,0,independent,low,self_employed,white
27,9th,5,Female,0,0,37,Portugal,0,1,spouse,low,private,white
50,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
39,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,high,private,white
41,HS-grad,9,Female,0,0,40,United-States,0,0,independent,mid,private,black
55,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,high,private,white
53,1st-4th,2,Male,0,0,35,Puerto-Rico,0,1,spouse,low,private,black
53,Masters,14,Female,0,0,50,United-States,0,0,independent,high,government,white
31,Masters,14,Male,0,2415,70,Taiwan,1,1,spouse,high,private,white
21,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,private,white
30,HS-grad,9,Male,0,0,40,United-States,0,0,independent,low,private,black
53,Masters,14,Female,0,0,60,United-States,1,0,independent,high,private,white
47,Some-college,10,Male,0,1485,47,United-States,0,1,spouse,mid,private,white
60,Bachelors,13,Female,0,0,40,Hungary,1,0,independent,high,private,white
59,9th,5,Female,0,0,40,Mexico,0,0,independent,low,private,white
37,Bachelors,13,Male,0,0,48,United-States,1,0,independent,high,private,white
47,Bachelors,13,Male,0,1740,40,United-States,0,1,spouse,mid,government,white
49,9th,5,Male,0,0,40,United-States,0,1,spouse,mid,private,white
73,Some-college,10,Female,0,0,11,United-States,0,0,dependent,high,government,white
58,HS-grad,9,Female,0,0,20,United-States,0,0,independent,low,private,black
35,Some-college,10,Male,0,0,40,United-States,0,0,dependent,low,private,black
24,Some-college,10,Female,0,0,50,United-States,0,1,spouse,high,government,white
62,HS-grad,9,Female,0,0,38,United-States,0,0,independent,mid,private,white
58,HS-grad,9,Female,0,0,40,United-States,0,1,spouse,mid,private,white
51,Some-college,10,Male,15024,0,40,United-States,1,1,spouse,mid,private,white
21,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,mid,private,black
30,Bachelors,13,Male,0,0,40,United-States,0,1,spouse,mid,private,white
27,Assoc-voc,11,Female,0,1876,36,Canada,0,0,independent,high,private,white
25,Bachelors,13,Male,5178,0,40,United-States,1,1,spouse,high,private,white
31,HS-grad,9,Male,0,0,45,United-States,0,0,independent,mid,private,other_race
31,HS-grad,9,Female,0,0,34,United-States,0,0,independent,low,private,black
44,Some-college,10,Male,5178,0,50,United-States,1,1,spouse,mid,private,white
52,Doctorate,16,Male,99999,0,65,United-States,1,1,spouse,high,self_employed,white
30,Assoc-acdm,12,Male,0,0,40,United-States,0,1,spouse,mid,private,white
29,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,mid,private,black
36,11th,7,Male,0,0,40,United-States,0,0,independent,mid,private,white
54,Bachelors,13,Male,0,0,50,United-States,0,1,spouse,low,self_employed,white
59,Some-college,10,Male,0,0,40,United-States,1,0,independent,high,government,white
55,Some-college,10,Male,0,0,45,United-States,0,0,independent,mid,private,white
22,Assoc-acdm,12,Female,0,0,20,United-States,0,0,dependent,mid,private,white
42,HS-grad,9,Female,0,0,40,United-States,0,0,independent,low,private,white
36,Assoc-acdm,12,Female,0,0,40,United-States,0,1,spouse,mid,private,white
32,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,high,private,white
44,7th-8th,4,Male,0,0,40,United-States,0,1,spouse,mid,private,white
25,11th,7,Male,0,0,40,Mexico,0,0,independent,low,private,white
31,HS-grad,9,Male,0,0,50,United-States,0,1,spouse,mid,private,white
33,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,low,private,white
54,Assoc-acdm,12,Male,0,0,50,United-States,1,1,spouse,mid,self_employed,white
42,HS-grad,9,Male,0,0,48,United-States,0,0,independent,high,self_employed,white
49,HS-grad,9,Male,0,0,44,United-States,0,1,spouse,mid,private,white
30,HS-grad,9,Male,0,0,44,United-States,0,1,spouse,mid,private,white
54,HS-grad,9,Female,0,0,45,United-States,0,0,independent,high,private,white
39,Some-college,10,Male,0,0,40,United-States,0,0,independent,mid,private,white
24,Some-college,10,Male,0,0,40,United-States,0,0,dependent,low,private,white
21,HS-grad,9,Female,0,0,44,United-States,0,0,dependent,mid,private,white
23,9th,5,Female,0,0,30,United-States,0,0,independent,low,private,black
54,HS-grad,9,Female,0,0,42,United-States,0,0,independent,mid,private,white
23,Masters,14,Female,0,0,20,United-States,0,0,independent,mid,private,white
39,HS-grad,9,Male,0,1726,40,United-States,0,0,independent,low,private,white
23,Some-college,10,Male,0,0,25,United-States,0,0,independent,high,private,white
41,Some-college,10,Male,0,1902,40,United-States,1,1,spouse,low,private,black
32,11th,7,Male,0,0,40,United-States,0,0,independent,low,private,black
57,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
18,HS-grad,9,Female,0,0,30,United-States,0,0,dependent,mid,private,white
60,Doctorate,16,Male,7688,0,60,United-States,1,1,spouse,high,government,white
21,Some-college,10,Female,0,0,40,United-States,0,0,dependent,low,private,white
53,Some-college,10,Female,0,0,22,United-States,0,0,dependent,mid,private,white
38,Bachelors,13,Male,7688,0,55,United-States,1,1,spouse,high,private,white
21,Some-college,10,Male,0,0,40,United-States,0,0,independent,low,private,white
53,Doctorate,16,Female,0,0,55,United-States,1,0,independent,high,private,white
24,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,private,white
36,Assoc-acdm,12,Male,0,0,40,United-States,0,1,spouse,low,government,white
29,Masters,14,Male,0,0,60,United-States,0,0,independent,high,private,black
23,Some-college,10,Male,0,0,40,United-States,0,0,independent,mid,private,white
44,Some-college,10,Male,0,0,50,United-States,0,1,spouse,high,private,white
32,Masters,14,Male,0,0,48,United-States,0,1,spouse,high,government,white
25,Bachelors,13,Female,0,0,50,United-States,0,0,independent,high,private,white
41,HS-grad,9,Male,0,0,27,United-States,0,0,independent,mid,self_employed,white
18,HS-grad,9,Female,0,0,30,United-States,0,0,dependent,low,private,white
57,Some-college,10,Male,0,1672,45,United-States,0,1,spouse,mid,private,white
62,Bachelors,13,Male,10520,0,50,United-States,1,0,independent,high,private,white
29,Bachelors,13,Male,0,0,40,United-States,0,0,dependent,low,private,white
19,HS-grad,9,Female,0,0,40,United-States,0,0,dependent,low,private,black
35,Prof-school,15,Male,0,0,65,United-States,1,1,spouse,high,self_employed,white
52,Bachelors,13,Male,0,0,50,United-States,1,1,spouse,high,private,white
28,10th,6,Female,0,0,40,United-States,0,0,independent,low,private,white
38,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,low,private,white
42,Some-college,10,Female,0,0,40,United-States,0,0,independent,mid,private,black
41,Bachelors,13,Male,0,0,40,United-States,0,0,independent,high,private,black
23,Bachelors,13,Male,0,0,38,United-States,0,0,independent,high,private,white
31,Masters,14,Male,0,0,76,United-States,1,1,spouse,mid,private,white
31,5th-6th,3,Male,0,0,45,Mexico,0,0,independent,low,private,white
46,Masters,14,Male,0,0,40,United-States,1,1,spouse,high,private,white
18,11th,7,Female,0,0,20,United-States,0,0,dependent,mid,private,white
57,Masters,14,Male,0,0,38,United-States,1,1,spouse,high,self_employed,white
25,Assoc-voc,11,Female,0,0,38,United-States,0,0,independent,mid,private,white
32,Masters,14,Male,0,0,40,United-States,1,1,spouse,high,private,white
27,9th,5,Male,0,0,40,United-States,0,0,dependent,low,private,white
46,Bachelors,13,Male,7688,0,45,United-States,1,1,spouse,high,government,white
43,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,government,white
56,Bachelors,13,Female,0,0,40,United-States,1,0,independent,high,self_employed,white
19,HS-grad,9,Female,0,0,40,United-States,0,1,spouse,mid,private,white
20,HS-grad,9,Female,0,0,40,United-States,0,0,dependent,mid,government,white
42,Some-college,10,Male,0,0,45,United-States,0,0,independent,low,private,white
90,HS-grad,9,Male,0,0,99,United-States,0,0,independent,mid,private,white
25,11th,7,Male,0,0,35,United-States,0,0,independent,low,private,black
27,HS-grad,9,Female,0,0,40,Jamaica,0,0,independent,low,private,black
48,HS-grad,9,Male,0,0,44,United-States,0,1,spouse,mid,private,white
48,Some-college,10,Male,0,0,40,United-States,0,0,independent,mid,government,black
27,HS-grad,9,Male,0,0,48,United-States,0,1,spouse,mid,private,white
46,Bachelors,13,Female,0,0,38,United-States,0,0,independent,high,private,white
32,5th-6th,3,Male,0,0,40,United-States,0,1,dependent,low,private,white
22,Assoc-voc,11,Male,0,0,40,United-States,0,1,spouse,high,private,white
24,Bachelors,13,Female,0,0,40,United-States,1,0,spouse,high,private,white
31,HS-grad,9,Male,0,0,65,United-States,0,1,spouse,mid,private,white
20,Some-college,10,Female,0,0,18,United-States,0,0,independent,high,private,white
28,Prof-school,15,Male,2176,0,40,United-States,0,0,independent,high,self_employed,white
40,HS-grad,9,Male,0,0,60,United-States,1,1,spouse,high,self_employed,white
39,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,low,private,white
54,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,government,white
59,Some-college,10,Male,0,0,42,United-States,0,1,spouse,high,government,white
17,11th,7,Female,0,0,18,United-States,0,0,dependent,mid,private,white
25,Some-college,10,Male,0,0,80,United-States,0,0,dependent,mid,self_employed,white
49,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,high,government,white
55,HS-grad,9,Male,34095,0,60,United-States,0,0,independent,high,self_employed,white
39,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
67,Some-college,10,Female,0,0,16,United-States,0,0,independent,high,private,white
28,HS-grad,9,Male,0,0,40,United-States,0,0,independent,low,private,white
35,9th,5,Male,0,0,40,Canada,0,1,spouse,low,private,white
44,HS-grad,9,Male,0,0,48,United-States,1,1,spouse,mid,private,white
51,Masters,14,Male,0,0,47,United-States,1,1,spouse,high,private,white
55,Bachelors,13,Male,0,0,40,United-States,0,0,dependent,low,private,other_race
45,HS-grad,9,Male,0,0,78,United-States,1,1,spouse,high,government,white
32,HS-grad,9,Male,0,0,48,United-States,0,1,spouse,mid,private,white
45,Some-college,10,Female,0,0,40,United-States,0,0,independent,high,private,white
45,Masters,14,Male,15024,0,60,England,1,1,spouse,high,private,white
35,Bachelors,13,Male,0,0,40,United-States,1,0,independent,mid,private,white
55,HS-grad,9,Male,0,0,44,United-States,0,1,spouse,mid,government,white
59,Some-college,10,Male,0,0,40,United-States,1,1,spouse,mid,private,white
22,HS-grad,9,Female,0,0,55,United-States,0,0,independent,mid,private,white
46,Masters,14,Female,0,0,35,United-States,0,0,independent,high,government,black
23,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,low,private,white
47,Bachelors,13,Male,0,0,45,United-States,1,1,spouse,high,private,white
34,HS-grad,9,Male,0,0,30,Germany,0,1,spouse,mid,private,white
51,11th,7,Male,0,0,40,United-States,0,0,dependent,mid,private,white
40,Assoc-voc,11,Male,0,0,50,United-States,0,1,spouse,mid,private,white
24,Some-college,10,Male,0,0,12,United-States,0,0,dependent,mid,government,white
20,Some-college,10,Male,0,0,72,United-States,0,0,independent,low,private,white
44,Some-college,10,Male,1831,0,50,United-States,0,0,independent,mid,private,white
26,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,private,white
35,HS-grad,9,Female,0,0,38,United-States,0,0,independent,mid,government,white
23,Some-college,10,Male,0,0,40,Vietnam,0,0,independent,low,private,other_race
40,HS-grad,9,Male,0,0,50,United-States,0,0,independent,mid,private,white
49,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,high,government,white
32,HS-grad,9,Male,0,0,45,United-States,0,0,independent,low,private,white
28,Assoc-voc,11,Female,0,0,40,United-States,0,0,independent,high,private,white
51,Masters,14,Male,15024,0,60,United-States,1,1,spouse,high,private,white
62,Assoc-voc,11,Male,0,0,50,United-States,1,1,spouse,high,private,white
31,Some-college,10,Male,0,0,40,Mexico,0,1,spouse,low,private,white
47,Assoc-acdm,12,Male,0,0,40,United-States,1,1,spouse,high,government,white
36,Assoc-voc,11,Female,0,0,3,United-States,0,0,independent,high,private,white
44,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,government,white
46,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,high,private,white
32,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,private,white
51,Assoc-acdm,12,Female,0,0,30,United-States,0,0,independent,mid,self_employed,black
48,Bachelors,13,Male,0,0,45,United-States,1,1,spouse,high,private,white
28,Bachelors,13,Female,0,0,40,United-States,0,0,independent,low,private,black
57,Some-college,10,Male,0,0,60,United-States,1,1,spouse,high,self_employed,white
33,Assoc-voc,11,Male,0,0,40,United-States,0,1,spouse,mid,private,white
42,HS-grad,9,Male,0,0,15,United-States,0,0,independent,low,private,white
17,10th,6,Male,0,0,40,United-States,0,0,dependent,low,private,white
31,Bachelors,13,Male,0,0,55,United-States,1,1,spouse,high,self_employed,white
35,Some-college,10,Male,0,1974,40,United-States,0,0,independent,low,private,white
20,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,low,private,white
36,HS-grad,9,Female,0,0,40,United-States,0,1,spouse,high,private,white
24,Some-college,10,Female,0,0,24,United-States,0,0,independent,mid,private,white
33,Some-college,10,Male,0,0,50,United-States,1,1,spouse,mid,private,black
36,Some-college,10,Male,0,0,40,United-States,0,1,spouse,mid,private,white
31,Bachelors,13,Female,0,0,40,United-States,0,0,independent,high,private,white
29,Assoc-acdm,12,Female,3418,0,40,United-States,0,0,independent,mid,private,white
47,Bachelors,13,Male,0,0,60,United-States,1,1,spouse,mid,private,white
30,Doctorate,16,Male,5178,0,75,United-States,1,1,spouse,high,private,white
34,HS-grad,9,Male,0,0,50,United-States,0,1,spouse,low,private,white
23,HS-grad,9,Female,0,0,40,United-States,0,0,dependent,low,private,white
33,Assoc-voc,11,Male,0,0,40,United-States,0,0,independent,mid,private,white
59,10th,6,Female,0,0,40,United-States,0,0,independent,low,private,white
67,Bachelors,13,Male,0,0,40,United-States,0,0,independent,high,self_employed,white
26,HS-grad,9,Male,0,0,40,United-States,0,0,independent,low,private,white
27,HS-grad,9,Male,2885,0,40,Laos,0,1,spouse,low,private,other_race
24,Bachelors,13,Male,0,0,39,United-States,0,0,dependent,mid,private,white
44,Assoc-voc,11,Male,0,0,40,United-States,0,0,independent,high,government,white
31,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,mid,private,white
28,Prof-school,15,Male,0,0,60,United-States,0,1,spouse,high,private,white
19,HS-grad,9,Female,0,0,20,United-States,0,0,dependent,low,private,white
31,Bachelors,13,Female,0,1902,40,United-States,1,1,spouse,high,self_employed,white
20,HS-grad,9,Female,0,0,40,United-States,0,0,independent,mid,private,white
64,HS-grad,9,Female,0,0,15,United-States,0,0,independent,low,private,white
47,HS-grad,9,Female,0,0,40,United-States,1,1,spouse,mid,government,white
36,Some-college,10,Female,0,0,35,United-States,0,0,independent,mid,private,white
48,HS-grad,9,Male,0,0,44,United-States,1,1,spouse,mid,private,white
19,Some-college,10,Female,0,0,40,Mexico,0,0,dependent,low,self_employed,white
22,HS-grad,9,Female,0,0,35,United-States,0,0,dependent,mid,private,black
56,9th,5,Male,0,0,40,United-States,0,0,independent,mid,private,white
22,Some-college,10,Male,0,0,50,United-States,0,0,independent,mid,private,white
37,Bachelors,13,Male,0,0,99,United-States,1,1,spouse,high,private,white
57,Bachelors,13,Female,0,0,35,United-States,0,0,independent,high,government,white
38,Assoc-acdm,12,Male,0,0,50,United-States,1,1,spouse,mid,private,white
34,HS-grad,9,Female,0,0,40,United-States,0,0,independent,low,private,black
38,Some-college,10,Female,0,0,40,United-States,0,0,independent,high,government,white
30,Some-college,10,Male,0,1902,40,South,1,1,spouse,high,self_employed,other_race
32,Bachelors,13,Male,0,0,45,United-States,1,0,independent,high,private,white
29,12th,8,Female,0,0,40,United-States,0,0,independent,low,private,black
56,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,private,white
42,Assoc-voc,11,Female,7298,0,35,United-States,1,1,spouse,high,private,white
71,HS-grad,9,Female,0,0,33,United-States,0,0,dependent,high,government,white
20,11th,7,Male,0,0,40,United-States,0,0,dependent,mid,private,white
25,HS-grad,9,Male,0,0,36,United-States,0,0,dependent,low,private,white
61,Some-college,10,Male,0,0,50,United-States,1,1,spouse,high,private,white
24,Bachelors,13,Female,0,0,40,United-States,0,1,spouse,high,government,white
51,9th,5,Female,0,0,40,United-States,0,0,independent,low,private,black
27,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,private,white
41,Some-college,10,Female,0,1902,40,United-States,1,1,spouse,high,private,white
31,HS-grad,9,Male,0,0,40,United-States,0,0,independent,low,private,white
39,HS-grad,9,Female,0,0,16,United-States,0,0,independent,low,private,black
51,Prof-school,15,Male,0,0,40,United-States,0,1,spouse,high,self_employed,white
52,HS-grad,9,Female,0,0,40,United-States,0,0,independent,high,private,white
49,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,high,private,white
43,Some-college,10,Male,0,0,40,United-States,0,1,spouse,mid,private,white
45,Bachelors,13,Male,0,1977,60,United-States,1,1,spouse,high,private,white
49,HS-grad,9,Male,0,0,40,United-States,0,0,independent,low,private,white
19,HS-grad,9,Female,0,0,40,United-States,0,0,independent,low,private,white
44,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,self_employed,white
67,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,self_employed,white
58,Prof-school,15,Male,0,0,45,United-States,1,1,spouse,high,private,white
36,Bachelors,13,Male,7688,0,40,United-States,1,1,spouse,high,private,white
67,HS-grad,9,Female,15831,0,16,Germany,1,0,independent,mid,private,white
61,Doctorate,16,Male,0,0,40,United-States,1,1,spouse,high,private,white
55,7th-8th,4,Female,0,0,40,United-States,0,0,independent,low,government,black
35,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,government,white
35,10th,6,Female,0,0,38,United-States,0,0,independent,low,private,black
20,Some-college,10,Female,0,0,10,United-States,0,0,dependent,mid,government,white
51,HS-grad,9,Female,0,0,40,United-States,0,1,spouse,mid,private,black
23,Bachelors,13,Male,0,0,40,United-States,0,0,dependent,high,private,white
39,HS-grad,9,Male,0,0,24,United-States,0,1,spouse,low,private,white
36,Some-college,10,Female,0,0,40,United-States,0,0,independent,low,private,white
47,HS-grad,9,Male,0,0,45,United-States,1,1,spouse,mid,private,white
27,Bachelors,13,Male,0,0,80,United-States,1,0,independent,mid,private,white
29,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
21,Some-college,10,Male,0,0,40,United-States,0,0,independent,high,government,white
18,Some-college,10,Female,0,0,20,United-States,0,0,independent,mid,private,white
24,Some-college,10,Male,0,0,20,United-States,0,0,dependent,high,private,white
39,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,mid,government,white
51,Some-college,10,Male,0,0,40,United-States,0,1,spouse,high,government,white
47,Bachelors,13,Male,15024,0,40,United-States,1,1,spouse,high,private,white
62,Some-college,10,Female,0,0,30,United-States,0,0,independent,mid,private,white
49,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,high,private,white
20,11th,7,Male,0,0,40,United-States,0,1,spouse,low,private,white
24,Some-college,10,Male,0,0,40,United-States,0,0,independent,mid,private,white
25,HS-grad,9,Female,0,0,40,United-States,0,0,dependent,high,private,white
54,Bachelors,13,Male,0,0,40,United-States,0,1,spouse,mid,self_employed,white
25,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,mid,private,white
43,Some-college,10,Female,0,0,55,United-States,1,0,independent,mid,private,white
26,Bachelors,13,Male,0,1876,38,United-States,0,0,independent,high,private,white
24,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,private,white
18,11th,7,Male,0,0,20,United-States,0,0,dependent,low,private,other_race
45,HS-grad,9,Male,0,0,25,United-States,0,1,spouse,high,self_employed,white
26,Bachelors,13,Male,0,0,40,United-States,0,0,independent,mid,private,white
47,Some-college,10,Male,0,0,40,United-States,0,0,dependent,low,private,white
21,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,mid,private,black
29,HS-grad,9,Female,0,0,99,United-States,0,0,independent,low,private,white
68,Some-college,10,Male,0,0,15,United-States,0,1,spouse,high,private,white
21,Some-college,10,Male,0,0,48,Mexico,0,0,independent,high,private,black
28,Some-college,10,Male,0,0,30,United-States,0,0,independent,high,self_employed,white
46,HS-grad,9,Female,0,0,40,United-States,1,1,spouse,high,private,white
35,HS-grad,9,Female,0,0,48,United-States,0,0,independent,mid,private,black
50,10th,6,Male,0,0,25,United-States,0,0,independent,mid,self_employed,white
48,Some-college,10,Male,0,0,40,United-States,0,0,independent,high,self_employed,white
59,Bachelors,13,Male,15024,0,50,United-States,1,1,spouse,mid,private,white
23,Some-college,10,Male,0,0,40,United-States,0,0,dependent,high,private,black
53,HS-grad,9,Female,0,0,30,United-States,0,0,independent,mid,private,white
50,Masters,14,Male,0,0,40,United-States,1,1,spouse,mid,self_employed,white
53,12th,8,Male,0,0,56,Dominican-Republic,0,0,independent,low,private,other_race
52,HS-grad,9,Male,0,0,48,United-States,0,1,spouse,low,private,black
38,Bachelors,13,Male,0,0,50,United-States,0,1,spouse,high,private,white
43,Masters,14,Male,0,0,50,United-States,1,1,spouse,high,private,white
35,Bachelors,13,Female,0,0,32,United-States,0,1,spouse,low,private,white
41,Prof-school,15,Male,0,0,50,United-States,1,1,spouse,high,private,white
22,Some-college,10,Male,0,0,40,United-States,0,0,dependent,mid,private,white
39,HS-grad,9,Male,0,0,60,United-States,1,1,spouse,low,private,white
45,Masters,14,Male,0,0,40,United-States,1,1,spouse,mid,private,white
31,9th,5,Female,0,0,42,United-States,0,1,spouse,low,private,white
40,Bachelors,13,Male,0,1887,40,United-States,1,1,spouse,high,private,white
47,5th-6th,3,Male,0,0,20,United-States,0,1,spouse,mid,self_employed,white
53,HS-grad,9,Male,0,0,40,Jamaica,0,1,spouse,mid,private,black
53,Bachelors,13,Male,0,0,60,United-States,1,1,spouse,mid,self_employed,white
33,Bachelors,13,Male,0,1564,52,United-States,1,0,independent,high,government,black
24,Bachelors,13,Female,0,0,20,United-States,0,0,dependent,mid,private,white
34,Some-college,10,Female,0,0,40,United-States,0,0,independent,low,private,white
46,HS-grad,9,Male,0,0,50,United-States,1,1,spouse,mid,self_employed,white
29,Some-college,10,Male,0,0,60,United-States,0,1,spouse,high,government,white
61,11th,7,Female,0,0,32,United-States,1,0,independent,low,government,white
31,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,private,white
29,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,high,private,black
42,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,private,white
50,Some-college,10,Male,0,0,40,United-States,0,1,spouse,high,government,white
34,HS-grad,9,Female,0,0,40,United-States,0,0,independent,mid,private,white
39,7th-8th,4,Male,0,0,40,United-States,0,1,spouse,mid,private,white
74,1st-4th,2,Male,0,0,20,United-States,0,1,spouse,mid,private,black
40,Some-college,10,Male,0,0,40,United-States,0,1,spouse,mid,private,white
